"140","196","1954","13","4","False"
"141","178","3467","191","8","False"
"142","38","1948","169","8","False"
"143","123","1577","40","18","False"
"144","37","69","92","3","False"
"145","71","2066","35","17","False"
"146","125","1458","79","12","False"
"147","75","938","16","19","False"
"148","28","3734","145","19","False"
"149","34","3843","156","3","False"
"150","139","1892","161","1","False"
"151","118","1776","157","3","False"
"152","160","1103","182","3","False"
"153","133","1315","50","13","False"
"154","105","2375","149","20","False"
"155","20","3402","40","11","False"
"156","115","175","123","12","False"
"157","83","2225","109","19","False"
"158","180","1510","138","10","False"
"159","22","1696","187","4","False"
"160","6","479","43","20","False"
"161","156","672","136","17","False"
"162","179","1084","167","11","False"
"163","15","2070","85","10","False"
"164","96","3395","135","9","False"
"165","22","505","5","17","False"
"166","151","1344","102","1","False"
"167","185","1060","41","12","False"
"168","111","2489","40","16","False"
"169","25","273","52","20","False"
"170","186","2342","36","11","False"
"171","167","3784","29","4","False"
"172","49","1108","26","2","False"
"173","19","1981","157","10","False"
"174","46","3956","26","13","False"
"175","8","3702","29","5","False"
"176","32","1782","168","8","False"
"177","118","3231","166","19","False"
"178","187","1338","93","19","False"
"179","65","940","112","20","False"
"180","43","3162","33","6","False"
"181","162","2223","49","18","False"
"182","65","3280","129","10","False"
"183","72","2289","81","3","False"
"184","29","3309","11","1","False"
"185","19","2667","79","11","False"
"186","32","1444","98","7","False"
"187","144","1863","100","7","False"
"188","3","1775","52","18","False"
"189","87","1540","35","5","False"
"190","135","357","156","18","False"
"191","47","2304","125","4","False"
"192","131","594","137","8","False"
"193","125","1992","73","20","False"
"194","28","2772","66","9","False"
"195","196","1077","92","1","False"
"196","36","1540","78","14","False"
"197","91","3960","21","10","False"
"198","106","2141","181","4","False"
"199","130","299","63","4","False"
"200","146","898","76","1","False"
"201","110","2838","114","9","False"
"202","170","1142","10","7","False"
"203","8","172","90","12","False"
"204","117","995","97","5","False"
"205","35","3676","196","4","False"
"206","161","346","180","19","False"
"207","170","3884","63","14","False"
"208","28","3540","46","4","False"
"209","26","1353","193","16","False"
"210","160","2345","157","20","False"
"211","172","1873","102","7","False"
"212","181","2570","10","12","False"
"213","14","1705","68","20","False"
"214","95","1388","191","16","False"
"215","48","410","13","15","False"
"216","124","672","142","20","False"
"217","110","606","187","5","False"
"218","89","2672","145","4","False"
"219","18","1751","197","7","False"
"220","98","497","132","20","False"
"221","159","3741","156","13","False"
"222","79","887","149","2","False"
"223","14","1931","134","3","False"
"224","162","2130","87","8","False"
"225","76","1627","115","11","False"
"226","47","2410","5","20","False"
"227","125","1187","197","16","False"
"228","139","255","26","5","False"
"229","142","798","157","8","False"
"230","33","918","89","8","False"
"231","135","3436","117","1","False"
"232","141","3473","183","18","False"
"233","10","2042","24","2","False"
"234","25","1198","6","19","False"
"235","100","2332","4","2","False"
"236","137","1","23","8","False"
"237","100","2983","28","11","False"
"238","60","271","35","15","False"
"239","136","1763","81","18","False"
"240","136","1304","153","18","False"
"241","170","2575","114","1","False"
"242","134","3471","28","20","False"
"243","97","688","179","7","False"
"244","48","1713","88","1","False"
"245","45","1061","26","16","False"
"246","5","1220","5","17","False"
"247","131","1564","149","11","False"
"248","130","616","104","11","False"
"249","74","2868","112","13","False"
"250","12","1779","87","14","False"
"251","122","3415","187","19","False"
"252","131","1701","132","11","False"
"253","74","3292","181","8","False"
"254","162","12","74","16","False"
"255","120","2715","7","9","False"
"256","107","2649","14","7","False"
"257","162","1334","103","4","False"
"258","73","3608","91","5","False"
"259","20","3360","158","17","False"
"260","61","427","129","8","False"
"261","190","2524","90","9","False"
"262","69","2471","64","15","False"
"263","14","871","72","6","False"
"264","107","2283","12","6","False"
"265","68","1850","78","8","False"
"266","62","559","177","9","False"
"267","100","1842","54","15","False"
"268","163","2868","155","20","False"
"269","141","2657","185","10","False"
"270","146","3206","37","11","False"
"271","158","2801","158","16","False"
"272","171","3469","147","11","False"
"273","80","2417","17","11","False"
"274","169","477","187","8","False"
"275","65","2733","173","18","False"
"276","115","2004","131","5","False"
"277","128","3551","111","13","False"
"278","39","231","149","12","False"
"279","150","154","186","6","False"
"280","63","2846","166","3","False"
"281","23","3501","38","17","False"
"282","47","2970","31","11","False"
"283","3","901","0","12","False"
"284","171","3297","73","4","False"
"285","85","172","8","11","False"
"286","111","1257","59","5","False"
"287","65","394","39","8","False"
"288","41","3249","183","6","False"
"289","38","3574","178","12","False"
"290","16","2716","110","8","False"
"291","182","2143","108","20","False"
"292","112","2832","168","8","False"
"293","93","1721","101","9","False"
"294","128","822","186","6","False"
"295","172","3604","167","10","False"
"296","194","2082","88","20","False"
"297","119","58","146","4","False"
"298","149","2417","106","3","False"
"299","191","516","54","3","False"
"300","86","1895","35","14","False"
"301","69","411","3","14","False"
"302","23","3475","124","4","False"
"303","53","3697","2","19","False"
"304","152","2678","172","14","False"
"305","18","3363","132","18","False"
"306","142","3453","58","17","False"
"307","94","1775","56","1","False"
"308","158","2618","168","2","False"
"309","19","3513","168","5","False"
"310","195","1500","132","6","False"
"311","128","1016","188","3","False"
"312","79","3373","176","20","False"
"313","59","2060","70","13","False"
"314","75","3901","130","12","False"
"315","143","979","87","1","False"
"316","142","472","64","6","False"
"317","81","2789","20","7","False"
"318","167","3349","104","6","False"
"319","195","2760","115","17","False"
"320","128","1453","66","8","False"
"321","69","1420","185","17","False"
"322","43","599","184","13","False"
"323","96","3349","3","7","False"
"324","190","1485","57","8","False"
"325","116","3778","196","7","False"
"326","176","1054","190","16","False"
"327","104","1393","77","18","False"
"328","49","1992","145","9","False"
"329","29","900","83","6","False"
"330","93","3598","83","16","False"
"331","186","375","199","5","False"
"332","51","1762","23","3","False"
"333","163","3074","163","3","False"
"334","34","2692","96","10","False"
"335","75","3359","18","11","False"
"336","3","1108","2","10","False"
"337","73","2186","85","2","False"
"338","2","3357","89","1","False"
"339","67","1598","107","13","False"
"340","53","2401","53","4","False"
"341","56","2972","177","12","False"
"342","152","1799","78","15","False"
"343","181","1878","107","2","False"
"344","72","1925","127","11","False"
"345","170","3081","105","13","False"
"346","46","1523","26","20","False"
"347","137","2330","4","13","False"
"348","17","3049","22","1","False"
"349","11","2568","155","20","False"
"350","142","429","55","12","False"
"351","66","1774","69","10","False"
"352","124","3395","153","13","False"
"353","112","291","131","1","False"
"354","190","1971","65","4","False"
"355","71","410","96","8","False"
"356","91","3604","24","9","False"
"357","111","1627","1","6","False"
"358","93","287","110","7","False"
"359","173","2116","67","19","False"
"360","194","1509","53","3","False"
"361","77","3538","188","5","False"
"362","109","2351","60","9","False"
"363","155","470","90","8","False"
"364","120","769","124","9","False"
"365","67","2655","170","7","False"
"366","5","2879","117","15","False"
"367","22","1437","78","1","False"
"368","161","1924","101","14","False"
"369","164","892","20","20","False"
"370","27","1239","146","20","False"
"371","53","2790","59","10","False"
"372","163","1881","31","20","False"
"373","53","3531","186","6","False"
"374","155","2030","177","4","False"
"375","82","3866","95","6","False"
"376","188","155","194","17","False"
"377","67","1139","46","4","False"
"378","198","1315","174","1","False"
"379","157","2389","96","1","False"
"380","44","3031","182","11","False"
"381","18","3758","29","8","False"
"382","7","2345","91","17","False"
"383","114","2790","197","12","False"
"384","21","2975","45","4","False"
"385","26","575","139","7","False"
"386","108","3686","15","14","False"
"387","90","636","198","15","False"
"388","3","2819","53","18","False"
"389","82","1495","163","14","False"
"390","185","3300","123","1","False"
"391","50","1781","71","13","False"
"392","52","100","55","10","False"
"393","139","1786","17","19","False"
"394","109","2350","148","1","False"
"395","197","471","19","2","False"
"396","131","3096","157","11","False"
"397","11","2894","193","10","False"
"398","187","3140","75","20","False"
"399","103","2459","171","7","False"
"400","129","3377","136","11","False"
"401","184","230","155","20","False"
"402","148","3950","63","2","False"
"403","171","2760","159","11","False"
"404","36","1790","62","13","False"
"405","23","251","178","11","False"
"406","36","2687","101","11","False"
"407","164","1421","97","13","False"
"408","2","735","68","8","False"
"409","105","2827","181","12","False"
"410","131","1029","186","10","False"
"411","1","3130","19","9","False"
"412","74","3803","41","5","False"
"413","40","3882","97","7","False"
"414","46","3138","126","10","False"
"415","94","2256","164","16","False"
"416","68","586","49","2","False"
"417","60","2233","69","5","False"
"418","144","1788","132","18","False"
"419","30","575","95","2","False"
"420","37","2004","180","6","False"
"421","108","2153","124","13","False"
"422","74","1202","122","20","False"
"423","5","294","97","3","False"
"424","138","825","123","13","False"
"425","152","3002","51","20","False"
"426","45","1330","100","16","False"
"427","15","1827","51","11","False"
"428","51","874","144","18","False"
"429","183","1034","34","10","False"
"430","77","3228","65","11","False"
"431","48","1465","192","5","False"
"432","71","1569","130","10","False"
"433","142","3169","181","17","False"
"434","63","3632","66","15","False"
"435","66","3284","79","9","False"
"436","75","3373","91","19","False"
"437","164","1670","193","20","False"
"438","81","2031","16","16","False"
"439","38","1687","20","6","False"
"440","179","3513","139","13","False"
"441","42","3571","84","4","False"
"442","126","3956","103","19","False"
"443","59","368","28","14","False"
"444","74","1911","23","16","False"
"445","158","615","38","1","False"
"446","74","1282","107","5","False"
"447","88","758","63","2","False"
"448","123","1724","128","6","False"
"449","108","3090","149","17","False"
"450","187","937","25","17","False"
"451","121","3684","121","2","False"
"452","94","898","188","15","False"
"453","77","1102","9","16","False"
"454","61","3835","184","20","False"
"455","166","2281","149","8","False"
"456","111","814","77","16","False"
"457","39","1680","174","18","False"
"458","159","2077","35","5","False"
"459","1","2980","185","16","False"
"460","76","1266","34","17","False"
"461","190","1512","38","1","False"
"462","165","2809","47","9","False"
"463","118","3604","44","17","False"
"464","148","898","126","1","False"
"465","0","3915","73","4","False"
"466","121","2109","182","1","False"
"467","1","1199","34","19","False"
"468","19","1523","166","7","False"
"469","148","19","42","14","False"
"470","181","190","94","20","False"
"471","162","1669","136","2","False"
"472","55","1179","119","18","False"
"473","75","2014","44","11","False"
"474","192","423","71","20","False"
"475","108","2672","64","11","False"
"476","74","3833","39","15","False"
"477","113","3588","144","4","False"
"478","4","1893","8","17","False"
"479","82","2272","20","9","False"
"480","91","1342","78","10","False"
"481","76","236","79","9","False"
"482","160","2772","34","5","False"
"483","188","3341","89","19","False"
"484","18","1330","161","16","False"
"485","131","1738","90","12","False"
"486","10","2643","123","3","False"
"487","19","1189","55","10","False"
"488","98","2931","78","16","False"
"489","118","3185","108","6","False"
"490","47","2083","68","9","False"
"491","88","356","73","16","False"
"492","14","2769","107","19","False"
"493","178","2593","22","16","False"
"494","35","3693","168","12","False"
"495","144","3299","190","20","False"
"496","99","3398","124","10","False"
"497","156","563","101","5","False"
"498","153","1204","155","14","False"
"499","61","1206","44","14","False"
"500","155","642","126","8","False"
"501","135","155","33","5","False"
"502","188","261","185","10","False"
"503","43","2629","44","4","False"
"504","110","291","150","3","False"
"505","50","1706","46","17","False"
"506","198","1623","185","2","False"
"507","81","1108","131","6","False"
"508","81","3170","116","16","False"
"509","111","1257","96","5","False"
"510","198","1754","128","1","False"
"511","157","3895","127","10","False"
"512","143","244","11","8","False"
"513","111","1299","2","5","False"
"514","159","173","4","7","False"
"515","34","316","36","18","False"
"516","59","1420","90","14","False"
"517","22","3368","151","17","False"
"518","139","3817","73","15","False"
"519","96","2575","173","11","False"
"520","155","2579","103","6","False"
"521","120","3791","162","5","False"
"522","33","3755","142","19","False"
"523","61","3296","98","4","False"
"524","33","776","42","15","False"
"525","74","656","89","8","False"
"526","184","2223","120","18","False"
"527","66","3944","44","3","False"
"528","64","1751","127","7","False"
"529","156","2477","84","17","False"
"530","106","3490","170","10","False"
"531","190","3081","165","2","False"
"532","158","767","49","11","False"
"533","88","3043","86","7","False"
"534","126","2838","37","7","False"
"535","182","1414","48","9","False"
"536","44","2237","3","14","False"
"537","127","494","91","20","False"
"538","32","649","55","19","False"
"539","154","3044","146","9","False"
"540","189","2888","105","11","False"
"541","190","757","82","20","False"
"542","138","2462","67","16","False"
"543","124","134","192","17","False"
"544","80","1295","42","4","False"
"545","176","137","124","14","False"
"546","44","3882","90","3","False"
"547","32","956","49","13","False"
"548","58","1381","20","5","False"
"549","128","777","6","4","False"
"550","23","1147","165","19","False"
"551","131","1178","195","12","False"
"552","163","2890","25","18","False"
"553","69","3508","89","16","False"
"554","137","668","45","3","False"
"555","65","2070","160","2","False"
"556","168","3437","104","5","False"
"557","84","650","28","17","False"
"558","78","3998","22","14","False"
"559","111","1938","113","9","False"
"560","156","3791","142","14","False"
"561","134","2389","85","20","False"
"562","182","834","140","10","False"
"563","193","2058","172","17","False"
"564","164","1787","62","15","False"
"565","155","1957","126","6","False"
"566","124","1627","146","19","False"
"567","14","2176","137","7","False"
"568","5","1297","164","20","False"
"569","32","2877","160","10","False"
"570","128","2904","193","14","False"
"571","125","2375","165","1","False"
"572","80","2431","198","5","False"
"573","98","1135","199","11","False"
"574","35","3281","102","16","False"
"575","40","1224","50","18","False"
"576","148","2912","36","8","False"
"577","120","2256","7","13","False"
"578","153","1929","13","19","False"
"579","155","3118","127","19","False"
"580","193","979","151","15","False"
"581","98","3062","105","9","False"
"582","196","2314","197","6","False"
"583","33","3234","111","12","False"
"584","65","2066","145","8","False"
"585","92","1240","91","17","False"
"586","36","3428","111","7","False"
"587","62","2869","137","14","False"
"588","58","2249","107","20","False"
"589","15","1545","66","3","False"
"590","126","3096","35","20","False"
"591","151","2216","94","2","False"
"592","129","633","167","2","False"
"593","108","42","48","14","False"
"594","171","3454","34","10","False"
"595","128","834","162","8","False"
"596","13","1931","31","19","False"
"597","181","3840","57","12","False"
"598","116","1918","97","2","False"
"599","166","58","68","13","False"
"600","177","1096","95","10","False"
"601","33","927","2","17","False"
"602","67","3486","147","8","False"
"603","65","1169","109","11","False"
"604","112","2915","46","18","False"
"605","84","3144","198","14","False"
"606","162","2307","119","12","False"
"607","163","430","20","15","False"
"608","116","2412","58","4","False"
"609","169","3463","148","8","False"
"610","160","575","101","8","False"
"611","113","3125","124","20","False"
"612","123","1297","135","9","False"
"613","61","3632","71","6","False"
"614","127","1266","177","17","False"
"615","64","2928","2","7","False"
"616","117","2739","72","4","False"
"617","152","2021","122","10","False"
"618","74","2573","37","7","False"
"619","168","2979","93","3","False"
"620","76","1282","129","13","False"
"621","115","2486","118","4","False"
"622","101","541","193","19","False"
"623","70","2444","10","8","False"
"624","137","1269","166","4","False"
"625","98","1325","56","1","False"
"626","137","1891","182","12","False"
"627","74","3770","128","14","False"
"628","98","3011","3","10","False"
"629","73","2657","158","1","False"
"630","0","65","97","9","False"
"631","160","1067","121","17","False"
"632","36","500","176","16","False"
"633","139","3684","16","5","False"
"634","12","3368","41","3","False"
"635","193","3473","140","1","False"
"636","58","3719","173","5","False"
"637","49","3741","135","10","False"
"638","172","3749","7","5","False"
"639","21","1918","196","5","False"
"640","26","2857","43","10","False"
"641","186","1863","117","1","False"
"642","20","1887","111","6","False"
"643","69","2239","155","10","False"
"644","150","909","196","9","False"
"645","134","3606","145","12","False"
"646","16","2731","131","13","False"
"647","133","670","121","6","False"
"648","143","3863","176","5","False"
"649","135","2283","55","6","False"
"650","153","1161","28","16","False"
"651","30","1757","141","7","False"
"652","139","2342","159","9","False"
"653","111","419","186","2","False"
"654","188","1992","35","12","False"
"655","44","1743","37","4","False"
"656","75","1567","113","9","False"
"657","109","3390","26","11","False"
"658","28","1110","79","10","False"
"659","12","2829","54","6","False"
"660","117","2366","182","6","False"
"661","182","2876","7","20","False"
"662","105","1361","22","19","False"
"663","131","822","154","6","False"
"664","33","480","15","17","False"
"665","48","2517","11","4","False"
"666","162","2530","148","14","False"
"667","51","2572","185","1","False"
"668","34","3165","11","16","False"
"669","188","907","104","2","False"
"670","116","3947","15","17","False"
"671","106","3621","113","4","False"
"672","74","649","14","20","False"
"673","41","236","142","4","False"
"674","165","320","78","7","False"
"675","180","492","85","3","False"
"676","145","2917","126","12","False"
"677","150","3668","101","8","False"
"678","117","2890","176","12","False"
"679","21","3060","70","13","False"
"680","40","3860","70","19","False"
"681","50","2715","45","9","False"
"682","170","2800","128","17","False"
"683","52","3232","188","10","False"
"684","167","1232","56","15","False"
"685","37","632","183","8","False"
"686","32","2256","80","11","False"
"687","192","328","62","13","False"
"688","3","1334","62","8","False"
"689","89","2431","113","12","False"
"690","154","3402","90","3","False"
"691","164","1723","148","16","False"
"692","15","1319","64","20","False"
"693","160","653","191","7","False"
"694","7","3897","166","11","False"
"695","142","235","42","1","False"
"696","19","1929","143","15","False"
"697","41","2242","133","19","False"
"698","158","2864","84","15","False"
"699","40","3723","128","2","False"
"700","79","413","180","2","False"
"701","197","2543","120","3","False"
"702","86","1077","138","1","False"
"703","181","3586","98","12","False"
"704","6","3100","68","2","False"
"705","78","3459","32","9","False"
"706","22","939","43","12","False"
"707","23","168","66","15","False"
"708","175","2495","177","18","False"
"709","104","3631","169","5","False"
"710","189","1294","146","6","False"
"711","57","2185","66","15","False"
"712","99","1867","172","4","False"
"713","116","1698","190","3","False"
"714","77","1272","95","16","False"
"715","107","2347","54","14","False"
"716","191","3312","74","20","False"
"717","2","3550","6","2","False"
"718","199","1425","9","4","False"
"719","81","1108","159","8","False"
"720","94","998","72","18","False"
"721","168","1006","42","14","False"
"722","146","1686","171","17","False"
"723","44","1282","172","10","False"
"724","82","1986","30","8","False"
"725","112","849","134","13","False"
"726","46","1314","62","18","False"
"727","38","3118","52","17","False"
"728","125","242","100","12","False"
"729","29","754","82","5","False"
"730","35","1493","29","5","False"
"731","147","1723","156","3","False"
"732","74","2155","86","14","False"
"733","127","3859","78","8","False"
"734","46","1096","24","15","False"
"735","198","1224","93","9","False"
"736","63","1499","57","9","False"
"737","196","2256","151","1","False"
"738","102","1564","96","8","False"
"739","130","3784","42","16","False"
"740","99","3345","81","4","False"
"741","8","2238","186","15","False"
"742","37","1516","163","16","False"
"743","88","889","182","5","False"
"744","159","2084","36","7","False"
"745","192","472","26","2","False"
"746","74","2082","161","5","False"
"747","92","2249","136","13","False"
"748","118","1344","133","6","False"
"749","0","946","94","3","False"
"750","177","2446","90","14","False"
"751","121","2582","140","18","False"
"752","160","3452","198","5","False"
"753","22","2705","10","14","False"
"754","191","2247","7","9","False"
"755","126","2207","123","8","False"
"756","63","1711","24","8","False"
"757","173","3444","104","4","False"
"758","60","1961","151","8","False"
"759","38","3563","151","13","False"
"760","146","345","125","16","False"
"761","21","2413","175","9","False"
"762","156","3319","74","4","False"
"763","2","296","4","10","False"
"764","68","3210","34","7","False"
"765","56","3843","166","9","False"
"766","75","2611","141","14","False"
"767","53","95","173","9","False"
"768","61","3799","62","1","False"
"769","133","1575","4","17","False"
"770","170","2557","143","6","False"
"771","105","3657","104","20","False"
"772","98","2335","22","9","False"
"773","42","3847","38","16","False"
"774","26","3809","101","17","False"
"775","180","3433","115","16","False"
"776","198","2664","86","12","False"
"777","89","3078","82","7","False"
"778","27","281","51","16","False"
"779","145","3631","118","18","False"
"780","147","2156","123","2","False"
"781","151","1903","159","5","False"
"782","44","3971","136","14","False"
"783","57","1698","103","16","False"
"784","70","536","28","5","False"
"785","7","2125","60","1","False"
"786","103","1642","77","13","False"
"787","56","865","22","1","False"
"788","158","2692","123","5","False"
"789","99","346","170","11","False"
"790","0","1685","74","12","False"
"791","94","1925","69","18","False"
"792","142","429","5","13","False"
"793","180","969","199","17","False"
"794","68","480","39","9","False"
"795","63","3058","65","4","False"
"796","82","3983","62","9","False"
"797","105","2592","83","13","False"
"798","80","2213","181","18","False"
"799","81","1619","199","11","False"
"800","118","2384","45","11","False"
"801","196","2307","186","12","False"
"802","153","2153","159","3","False"
"803","90","1453","175","17","False"
"804","149","1478","139","15","False"
"805","106","1136","34","7","False"
"806","6","104","54","10","False"
"807","13","1793","158","18","False"
"808","179","1581","88","20","False"
"809","164","474","5","5","False"
"810","3","3161","5","20","False"
"811","74","462","60","5","False"
"812","9","2156","57","20","False"
"813","88","1279","62","5","False"
"814","14","3937","47","1","False"
"815","78","2102","77","14","False"
"816","86","1379","113","17","False"
"817","142","3426","198","19","False"
"818","106","2530","48","16","False"
"819","57","3997","105","19","False"
"820","57","3462","138","4","False"
"821","9","2207","4","6","False"
"822","69","1753","53","8","False"
"823","147","3274","185","5","False"
"824","80","3037","177","16","False"
"825","43","479","145","20","False"
"826","102","2213","159","15","False"
"827","56","38","62","12","False"
"828","23","798","143","4","False"
"829","66","435","128","17","False"
"830","15","2286","21","3","False"
"831","143","3640","18","13","False"
"832","54","2476","3","15","False"
"833","145","1548","78","14","False"
"834","107","2634","14","14","False"
"835","128","1742","1","3","False"
"836","183","3032","64","5","False"
"837","190","3121","170","17","False"
"838","87","616","135","12","False"
"839","71","1990","19","6","False"
"840","15","3326","175","14","False"
"841","53","2795","77","7","False"
"842","197","154","75","8","False"
"843","142","1703","184","5","False"
"844","19","555","177","20","False"
"845","127","3899","176","20","False"
"846","140","3037","162","6","False"
"847","166","2821","30","6","False"
"848","73","3109","196","18","False"
"849","54","2874","77","4","False"
"850","85","290","193","4","False"
"851","60","1210","169","5","False"
"852","86","3928","105","11","False"
"853","58","3154","188","3","False"
"854","187","3014","119","10","False"
"855","185","1295","105","6","False"
"856","179","3951","149","6","False"
"857","72","3675","81","15","False"
"858","178","3707","120","18","False"
"859","63","2623","141","3","False"
"860","16","664","100","15","False"
"861","57","1189","102","14","False"
"862","72","814","88","10","False"
"863","147","2764","125","12","False"
"864","5","3098","179","10","False"
"865","155","2974","178","15","False"
"866","137","769","43","20","False"
"867","102","2513","78","13","False"
"868","190","298","74","9","False"
"869","9","2638","27","19","False"
"870","93","2357","174","18","False"
"871","13","2294","182","11","False"
"872","81","1055","80","12","False"
"873","177","2225","105","18","False"
"874","32","3108","149","18","False"
"875","66","480","170","8","False"
"876","105","2251","55","15","False"
"877","190","2789","184","18","False"
"878","72","2508","199","16","False"
"879","25","173","177","7","False"
"880","49","3281","29","1","False"
"881","160","2306","78","12","False"
"882","193","1301","87","7","False"
"883","61","30","6","12","False"
"884","156","25","155","12","False"
"885","87","707","196","10","False"
"886","74","2943","101","15","False"
"887","85","1628","193","5","False"
"888","39","1998","69","3","False"
"889","37","3999","168","5","False"
"890","158","877","110","7","False"
"891","49","252","44","7","False"
"892","100","173","192","13","False"
"893","47","1703","82","12","False"
"894","198","1799","81","2","False"
"895","30","2109","111","12","False"
"896","97","1600","106","4","False"
"897","117","2724","27","17","False"
"898","54","3654","11","10","False"
"899","12","1594","170","16","False"
"900","118","1256","67","13","False"
"901","14","599","29","6","False"
"902","91","3590","53","2","False"
"903","23","777","172","20","False"
"904","147","3221","19","1","False"
"905","69","689","31","9","False"
"906","167","986","83","19","False"
"907","167","2286","178","14","False"
"908","189","373","116","16","False"
"909","185","1762","74","4","False"
"910","41","554","196","20","False"
"911","30","48","3","15","False"
"912","36","1560","75","8","False"
"913","0","749","50","15","False"
"914","76","2856","150","17","False"
"915","11","2575","127","9","False"
"916","32","554","152","6","False"
"917","100","2302","184","19","False"
"918","177","956","109","5","False"
"919","105","717","109","1","False"
"920","137","1308","158","19","False"
"921","75","2636","0","9","False"
"922","25","3884","113","15","False"
"923","41","583","158","3","False"
"924","1","2370","178","12","False"
"925","197","30","13","3","False"
"926","102","2083","67","10","False"
"927","136","2402","110","20","False"
"928","153","1622","145","9","False"
"929","104","1513","38","20","False"
"930","14","2046","181","6","False"
"931","138","2001","181","15","False"
"932","149","3725","130","13","False"
"933","73","1954","69","1","False"
"934","104","1553","3","13","False"
"935","12","3540","170","8","False"
"936","74","3349","108","5","False"
"937","52","2603","58","1","False"
"938","138","2417","195","18","False"
"939","91","3670","149","13","False"
"940","49","1048","10","9","False"
"941","98","3574","89","6","False"
"942","102","1294","44","16","False"
"943","100","93","3","16","False"
"944","125","1412","82","15","False"
"945","19","2622","5","18","False"
"946","60","522","190","1","False"
